"mechanic_id","system","entry_type","entry_name","module","bundle","source_file","bytes","version_source","evidence"
"mechanic-aca2e9a4c0e2b5c5","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank__strongLink","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4818","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-5d28080738600364","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank__strongLink_old","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","4135","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-68678b650c9c6224","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank__strongLink_old","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4241","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4f4f2a7d92a0a915","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank__strongLink_old","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4288","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c120925d11f6bcf8","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank__strongLink_old","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4796","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-887383dc93b2dc6a","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","376","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-d05fd0c1cc6d7a9f","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","382","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-1df34e1bbdde5688","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","382","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-bfc786aa289212fe","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","382","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-a154a18905a12d1a","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__activityTime","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","889","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-972863c5306540a7","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__activityTime","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","956","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ae1938af80d2dceb","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__activityTime","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","927","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4469cbfb134f09b4","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__activityTime","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","1126","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ffd325a2cc21cc32","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__newRank","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","10146","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-df2690a0520275f6","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__newRank","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","10636","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-437c4b2f29b79531","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__newRank","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","10600","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e018c09176aece46","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__newRank","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","12786","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ccc8b68574515a5f","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","4141","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-3ff2b21a9319d9a4","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4249","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f069b00bcdae1f04","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4302","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8fd230fc986ac257","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4824","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8a22124a92d368a5","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink_old","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","4141","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e77f9a746694c98c","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink_old","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4247","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-43329728df251c5d","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink_old","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4294","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-aae8d45a92f1e345","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en__strongLink_old","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4802","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-9e68541e249168db","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","343","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-1fdaf39e4eafbf56","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","343","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f407a65237cac15c","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","343","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-d966e02108c0e7d0","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__activityTime","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","969","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f57fa6abbcb56997","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__activityTime","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","954","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-b7a032d33021ca2c","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__activityTime","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","1157","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-97894878f1911dbe","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__newRank","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","10522","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c77efcb65f28413a","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__newRank","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","10390","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-68c55d4e1fbc4e66","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__newRank","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","11360","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-1d8213732fbb3036","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__strongLink","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4240","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-18b1f89946cb0cd4","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__strongLink","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4281","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-b53623ea24b5be63","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_en_old__strongLink","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4790","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-dd507c3f37a81cac","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","331","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e1a1991dd3b079a3","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","331","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-84a21d68cb7afb02","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","331","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4de534a34376098f","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__activityTime","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","963","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-5bd1f6dd3a7dbe9b","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__activityTime","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","948","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-1f360d42eed829c0","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__activityTime","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","1151","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ef7a849ded9be6f7","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__newRank","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","10516","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2dd3a20977830e93","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__newRank","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","10557","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ac821fd4fc08f5c6","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__newRank","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","12759","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-023ad7967bfa9d0e","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__strongLink","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4234","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-0172a47b61b42699","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__strongLink","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4275","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-3019f241ca33b9be","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_old__strongLink","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4784","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ab8542a074571756","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","321","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-a97946581a696c13","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","327","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c8627fb8f957af44","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","327","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-17c44a9d65328f77","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","327","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-08807b30bdbb0139","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__activityTime","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","889","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-1a14e2a5cf234b9d","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__activityTime","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","956","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c0842fd895e197a6","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__activityTime","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","927","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-dce8a31d17d2695d","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__activityTime","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","1126","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-cc1081a4c4e43a61","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__newRank","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","10146","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8d7af0b06ce2ded5","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__newRank","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","10636","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-a96a1416dcf49b22","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__newRank","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","10600","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-3a5bfa1fbca12b25","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__newRank","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","12786","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-7cd86de4c7ea284f","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__strongLink","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","4137","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-7baa62324145a95d","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__strongLink","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4243","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f33211e8d2e18aa5","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__strongLink","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4290","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ef7bc5129163d69e","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank_ru__strongLink","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4798","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-0ba9c6bd94d781f3","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","4639","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ad66e95ce2997c0a","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4804","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-3868e325a41359a7","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4813","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-e806203be77e5001","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","5187","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-fe0a9ecd611dbc96","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2_ru","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","4642","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-6d63493cd01e945e","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2_ru","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","4807","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-864635bb3d1ff445","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2_ru","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","4816","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4d9aa81dbce220bd","Dungeons-Activities","logic_or_ui_entry","data_activitynewrank2_ru","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","5190","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2c1639f09c00cb5c","Dungeons-Activities","logic_or_ui_entry","data_activityRanTxt","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","1903","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-58d623c33edebe76","Dungeons-Activities","logic_or_ui_entry","data_activityRanTxt","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","2463","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-cd6efecf5bddd5d0","Dungeons-Activities","logic_or_ui_entry","data_activityRanTxt","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","2218","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ffccd140e4c08bc9","Dungeons-Activities","logic_or_ui_entry","data_activityRanTxt","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","3775","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-0133e1dadf010fce","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","329","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-677bf3623b047791","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","335","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-ff4774b26669dcc7","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","335","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-4b5260085c0f4e39","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","335","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-f4fccfacdad37ce2","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__chapter","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","3256","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-67bfe20b9e6df653","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__chapter","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","3352","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-785f9537e41072cb","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__chapter","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","3410","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-1c42353569b1bacf","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__chapter","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","4003","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-12f86f190888fcfa","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dailyAward","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","88911","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-77d4937830bce224","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dailyAward","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","88914","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-9350d4ccf9ae2ec3","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dailyAward","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","88914","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-85e8c088e29a8c9e","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dailyAward","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","88914","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-8713433b51957fe3","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dun","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","18723","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-eb84e48fa76d3127","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dun","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","18726","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-745797399583edc7","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dun","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","18726","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-abfa1ddca1ab557f","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__dun","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","18726","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2c653e9c66bb0cab","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__section","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","50718","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-001360742d5fa6d8","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__section","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","52041","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-a3715b780022b56c","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__section","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","52401","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-70c0bc1049607342","Dungeons-Activities","logic_or_ui_entry","data_advance_dungeon__section","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","56961","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-b251bcb8c7c307d7","Dungeons-Activities","logic_or_ui_entry","data_asura_boss","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","331","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-64dcb88bd2642688","Dungeons-Activities","logic_or_ui_entry","data_asura_boss","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","337","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-42d447484a24adb3","Dungeons-Activities","logic_or_ui_entry","data_asura_boss","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","337","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-6eb1695c93ac245d","Dungeons-Activities","logic_or_ui_entry","data_asura_boss","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","337","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-eb91a4c5805c0c55","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__boxes","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","303","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-194c1e6cf5735855","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__boxes","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","306","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-89c0ef3202326aa7","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__boxes","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","306","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-5f6e6ee656d26588","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__boxes","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","306","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-c4fe010f6308f96b","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__dungeons","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","92639","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-7b15aed5586fb946","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__dungeons","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","92642","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-6e0dea2b5767a22f","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__dungeons","","logic/lua_config_module_id_1.assetbundle","analisis/system-map/system-map.csv","92642","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-57c157f0bf58f512","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__dungeons","","logic/lua_config_module_ru_1.assetbundle","analisis/system-map/system-map.csv","92642","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-612fc8d3ca4dd24e","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__invest","","logic/lua_config_module_1.assetbundle","analisis/system-map/system-map.csv","544","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
"mechanic-2b445a04c4fbf231","Dungeons-Activities","logic_or_ui_entry","data_asura_boss__invest","","logic/lua_config_module_en_1.assetbundle","analisis/system-map/system-map.csv","547","Google Play LDPlayer","entrada de lÃ³gica/UI extraÃ­da"
