"modulo","archivo","cadena"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 2-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Trail Dungeon 1-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 6-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 5-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 4-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 3-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 2-1"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-20"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-19"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-18"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-17"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-16"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-15"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-14"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-13"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-12"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-11"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-10"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-9"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-8"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-7"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-6"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-5"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-4"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-3"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-2"
"data_advance_dungeon__section","data_advance_dungeon__section__lua_config_module_en_1__83a453bf4c.txt","Mount Dungeon 1-1"
"data_asura_boss","data_asura_boss__lua_config_module_en_1__72096434f3.txt","data_asura_boss__types"
"data_asura_boss","data_asura_boss__lua_config_module_en_1__72096434f3.txt","dungeons"
"data_asura_boss","data_asura_boss__lua_config_module_en_1__72096434f3.txt","data_asura_boss__dungeons"
"data_asura_boss","data_asura_boss__lua_config_module_en_1__72096434f3.txt","data_asura_boss__invest"
"data_asura_boss","data_asura_boss__lua_config_module_en_1__72096434f3.txt","data_asura_boss__setting"
"data_asura_boss","data_asura_boss__lua_config_module_en_1__72096434f3.txt","data_asura_boss__boxes"
"data_artifact_boss__get_lv","data_artifact_boss__get_lv__lua_config_module_en_1__6ee4010ad6.txt","boss_list"
"data_weather__scene","data_weather__scene__lua_config_module_en_11__c17d182eb9.txt","sceneId"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","boss"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","boss_play_id"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","boss_play_id"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","boss_play_id"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","boss_play_id"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","boss_play_id"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment+World Boss - Main Screen Ranking Count"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment'World Boss - Floating Like Message"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment1World Boss - Tally Mail (without Attachment)"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment.World Boss - Tally Mail (with Attachment)"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","commentBWorld Boss Fully Heals After X Seconds Without Being Attacked"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment4Countdown After Boss Death (X sec) to End Event"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment)World Boss Lifespan Adjustment Rules"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment,Periodic World Boss Lifespan Correction"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment""World Boss - Initial Lifespan"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment7World Boss Rankings - Number of Entities Displayed"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment)World Boss - Scene Line Player Count"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","commentIBoss Packaged Player - Class Skill List {Class,Skill List,Body List}"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","comment/Boss Kill - Personal Drop - DMG Proportion"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","Boss's Base HP"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","scene_id"
"data_world_boss","data_world_boss__lua_config_module_en_11__6a111a3cf2.txt","boss_play_id"
"data_nationBoss_SY","data_nationBoss_SY__lua_config_module_en_2__e640dbf0bc.txt","config_area$data_nationBoss_SY__config_area"
"data_nationBoss_SY","data_nationBoss_SY__lua_config_module_en_2__e640dbf0bc.txt","config_sys#data_nationBoss_SY__config_sys"
"data_nationBoss_SY","data_nationBoss_SY__lua_config_module_en_2__e640dbf0bc.txt","config_bossRes'data_nationBoss_SY__config_bossRes"
"data_nationBoss_SY","data_nationBoss_SY__lua_config_module_en_2__e640dbf0bc.txt","config_play$data_nationBoss_SY__config_play"
"data_nationBoss_SY","data_nationBoss_SY__lua_config_module_en_2__e640dbf0bc.txt","config_openTime(data_nationBoss_SY__config_openTime"
"data_nationBoss_SY","data_nationBoss_SY__lua_config_module_en_2__e640dbf0bc.txt","config_reward&data_nationBoss_SY__config_reward"
"data_nationWar_scene_16_LD","data_nationWar_scene_16_LD__lua_config_module_en_2__110a86eb77.txt","boss"
"data_night_boss__get_step","data_night_boss__get_step__lua_config_module_en_2__64bae8a003.txt",".Slay all Darkling Bosses for epic rewards"
"data_night_boss__get_step","data_night_boss__get_step__lua_config_module_en_2__64bae8a003.txt",".Slay all Darkling Bosses for epic rewards"
"data_night_boss__get_step","data_night_boss__get_step__lua_config_module_en_2__64bae8a003.txt","Darkling Boss"
"data_night_boss__get_step","data_night_boss__get_step__lua_config_module_en_2__64bae8a003.txt","Darkling Boss"
"data_nationBoss_DK__config_area","data_nationBoss_DK__config_area__lua_config_module_en_2__bcc0800042.txt","scene_id"
"data_nationBoss_LD__config_sys","data_nationBoss_LD__config_sys__lua_config_module_en_2__722b465975.txt","O{[1]=""Top damage dealer earns triple rewards; 2nd-4th place get double."",}"
"data_nationBoss_SY__config_sys","data_nationBoss_SY__config_sys__lua_config_module_en_2__61782b80b3.txt","O{[1]=""Top damage dealer earns triple rewards; 2nd-4th place get double."",}"
"data_night_boss","data_night_boss__lua_config_module_en_2__1247c3af01.txt","get_boss"
"data_night_boss","data_night_boss__lua_config_module_en_2__1247c3af01.txt","data_night_boss__get_boss"
"data_night_boss","data_night_boss__lua_config_module_en_2__1247c3af01.txt","data_night_boss__get_sys"
"data_night_boss","data_night_boss__lua_config_module_en_2__1247c3af01.txt","data_night_boss__get_play"
"data_night_boss","data_night_boss__lua_config_module_en_2__1247c3af01.txt","data_night_boss__get_step"
"data_nationBoss__config_sys","data_nationBoss__config_sys__lua_config_module_en_2__98ef053b48.txt","O{[1]=""Top damage dealer earns triple rewards; 2nd-4th place get double."",}"
"data_nationBoss_LD__config_play","data_nationBoss_LD__config_play__lua_config_module_en_2__b7f1d81d4e.txt","reward"
"data_nationBoss_LD__config_play","data_nationBoss_LD__config_play__lua_config_module_en_2__b7f1d81d4e.txt","reward_func"
"data_nationBoss_LD__config_play","data_nationBoss_LD__config_play__lua_config_module_en_2__b7f1d81d4e.txt","reward"
"data_nationBoss_LD__config_play","data_nationBoss_LD__config_play__lua_config_module_en_2__b7f1d81d4e.txt","boss_type"
"data_nationWar_scene_24_LD","data_nationWar_scene_24_LD__lua_config_module_en_2__df13bf50e0.txt","boss"
"data_nationBoss__config_bossRes","data_nationBoss__config_bossRes__lua_config_module_en_2__b2f059b719.txt","boss_id"
"data_nationBoss__config_bossRes","data_nationBoss__config_bossRes__lua_config_module_en_2__b2f059b719.txt","boss_id_func"
"data_nationBoss__config_bossRes","data_nationBoss__config_bossRes__lua_config_module_en_2__b2f059b719.txt","boss_id"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","!CutScene/fb_gvg24/wm_build07!CutScene/fb_gvg24/wm_build04!CutScene/fb_gvg24/wm_build06!CutScene/fb_gvg24/wm_build03!CutScene/fb_gvg24/wm_build05!CutScene/fb_gvg24/wm_build01%CutScene/fb_gvg24/gvg_qianshao01!CutScene/fb_gvg24/wm_build02"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","CutScene/fb_gvg24/gvg_ss01"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","CutScene/fb_gvg24/gvg_ss02"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","CutScene/fb_gvg24/gvg_ss03"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","CutScene/fb_gvg24/gvg_ss04"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","CutScene/fb_gvg24/gvg_ss05"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","CutScene/fb_gvg24/gvg_ss06 CutScene/fb_gvg24/gvg_ys_01 CutScene/fb_gvg24/gvg_ys_02 CutScene/fb_gvg24/gvg_ys_03 CutScene/fb_gvg24/gvg_ys_04#CutScene/fb_gvg24/gvg_shaota01"
"data_nationWar_scene_20__model","data_nationWar_scene_20__model__lua_config_module_en_2__8230cd6dea.txt","CutScene/fb_gvg24/gvg_zp01""CutScene/fb_gvg24/gvg_caidi01""CutScene/fb_gvg24/gvg_caidi02""CutScene/fb_gvg24/gvg_caidi03""CutScene/fb_gvg24/gvg_caidi04""CutScene/fb_gvg24/gvg_caidi07""CutScene/fb_gvg24/gvg_caidi09""CutScene/fb_gvg24/gvg_caidi10""CutScene/fb_gvg24/gvg_caidi08"
"data_nationBoss","data_nationBoss__lua_config_module_en_2__98c649ac40.txt","config_area!data_nationBoss__config_area"
"data_nationBoss","data_nationBoss__lua_config_module_en_2__98c649ac40.txt","config_reward#data_nationBoss__config_reward"
"data_nationBoss","data_nationBoss__lua_config_module_en_2__98c649ac40.txt","config_bossRes$data_nationBoss__config_bossRes"
"data_nationBoss","data_nationBoss__lua_config_module_en_2__98c649ac40.txt","config_sys data_nationBoss__config_sys"
"data_nationBoss","data_nationBoss__lua_config_module_en_2__98c649ac40.txt","config_play!data_nationBoss__config_play"
"data_nationBoss","data_nationBoss__lua_config_module_en_2__98c649ac40.txt","config_openTime%data_nationBoss__config_openTime"
