"categoria","nombre","archivo_salida","bundle_origen","ancho","alto"
"objects-equipment","yinji_04_icon","yinji_04_icon__atlas__rune__631013a34a.png","atlas\rune.assetbundle","40","47"
"objects-equipment","yinji_01_fg_icon","yinji_01_fg_icon__atlas__rune__3017453395.png","atlas\rune.assetbundle","64","64"
"objects-equipment","yinji_07_fg_icon","yinji_07_fg_icon__atlas__rune__66b97d78ae.png","atlas\rune.assetbundle","64","64"
"objects-equipment","yinji_08_fg_icon","yinji_08_fg_icon__atlas__rune__0563839589.png","atlas\rune.assetbundle","64","64"
"objects-equipment","baoshi_yuandi","baoshi_yuandi__atlas__rune__b906d1fd78.png","atlas\rune.assetbundle","142","142"
"objects-equipment","yinji_08_icon","yinji_08_icon__atlas__rune__8745200ef7.png","atlas\rune.assetbundle","40","45"
"objects-equipment","yinji_02_fg_icon","yinji_02_fg_icon__atlas__rune__fcb02e32a3.png","atlas\rune.assetbundle","64","64"
"objects-equipment","shengxiao_tubiaodi_bg","shengxiao_tubiaodi_bg__atlas__rune__a89a9303bf.png","atlas\rune.assetbundle","98","111"
"objects-equipment","yinjixiton_faguang2_bg","yinjixiton_faguang2_bg__atlas__rune__a59ef3d801.png","atlas\rune.assetbundle","105","114"
"objects-equipment","yinji_05_icon","yinji_05_icon__atlas__rune__d5faa3386f.png","atlas\rune.assetbundle","51","42"
"objects-equipment","yinjixiton_tubiaodi_bg","yinjixiton_tubiaodi_bg__atlas__rune__07d1b1cc78.png","atlas\rune.assetbundle","130","117"
"objects-equipment","boss_xian_icon_9S","boss_xian_icon_9S__atlas__rune__3a6c1834fa.png","atlas\rune.assetbundle","132","8"
"objects-equipment","yinji_03_icon","yinji_03_icon__atlas__rune__5ab0192d6b.png","atlas\rune.assetbundle","42","42"
"objects-equipment","yinji_07_icon","yinji_07_icon__atlas__rune__34f21caa1c.png","atlas\rune.assetbundle","49","48"
"objects-equipment","yinji_01_icon","yinji_01_icon__atlas__rune__ee89cf919f.png","atlas\rune.assetbundle","46","50"
"objects-equipment","yinjixiton_yuandi_bg","yinjixiton_yuandi_bg__atlas__rune__829c965de6.png","atlas\rune.assetbundle","171","171"
"objects-equipment","yinji_06_fg_icon","yinji_06_fg_icon__atlas__rune__bd3a48991b.png","atlas\rune.assetbundle","64","64"
"objects-equipment","yinji_02_icon","yinji_02_icon__atlas__rune__a76429eeba.png","atlas\rune.assetbundle","39","40"
"objects-equipment","yinji_05_fg_icon","yinji_05_fg_icon__atlas__rune__3c47151c9a.png","atlas\rune.assetbundle","64","64"
"objects-equipment","yinji_06_icon","yinji_06_icon__atlas__rune__749b77e110.png","atlas\rune.assetbundle","42","54"
"objects-equipment","yinjixiton_daojudiliang_bg","yinjixiton_daojudiliang_bg__atlas__rune__b9e4d31401.png","atlas\rune.assetbundle","105","105"
"objects-equipment","yinji_04_fg_icon","yinji_04_fg_icon__atlas__rune__49f60bc0fe.png","atlas\rune.assetbundle","64","64"
"objects-equipment","yinjixiton_heidi_bg_9s","yinjixiton_heidi_bg_9s__atlas__rune__aae423e695.png","atlas\rune.assetbundle","94","4"
"objects-equipment","yinji_03_fg_icon","yinji_03_fg_icon__atlas__rune__a1dfae23e4.png","atlas\rune.assetbundle","64","64"
"objects-equipment","zhuangbeifuwen_diban3_bg_H3S","zhuangbeifuwen_diban3_bg_H3S__res__equip__equip_tex__45d990959f.png","res\equip\equip_tex.assetbundle","230","122"
"objects-equipment","Bubble_box","Bubble_box__res__hotspring__hotspring_tex__ba08109556.png","res\hotspring\hotspring_tex.assetbundle","264","97"
"objects-equipment","shijianzhixin_rimian_bg_cn","shijianzhixin_rimian_bg_cn__texture_v2_cn__en__equip__shijianzhixin_rimian_bg_cn_tex__fc62013ce2.png","texture_v2_cn\en\equip\shijianzhixin_rimian_bg_cn_tex.assetbundle","758","531"
"objects-equipment","zhuangbeiqianzhui_jiaoyihang_btn_cn","zhuangbeiqianzhui_jiaoyihang_btn_cn__texture_v2_cn__en__equip__small_tex_all__a9cf203e9b.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","61","70"
"objects-equipment","zhuangbeifuwen_sxzl_icon_cn","zhuangbeifuwen_sxzl_icon_cn__texture_v2_cn__en__equip__small_tex_all__857f02389d.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","84","80"
"objects-equipment","shijianzhixin_sjlb_icon_cn","shijianzhixin_sjlb_icon_cn__texture_v2_cn__en__equip__small_tex_all__a52d7cabec.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","92","69"
"objects-equipment","zhuangbeifuwen_rl_icon_cn","zhuangbeifuwen_rl_icon_cn__texture_v2_cn__en__equip__small_tex_all__84bb40f2c7.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","56","70"
"objects-equipment","zhuangbei_tequan_cn","zhuangbei_tequan_cn__texture_v2_cn__en__equip__small_tex_all__cef3df8b66.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","115","89"
"objects-equipment","zhuangbeijuexing_zhuangbeiqianghua_icon_cn","zhuangbeijuexing_zhuangbeiqianghua_icon_cn__texture_v2_cn__en__equip__small_tex_all__8542cd028b.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","100","80"
"objects-equipment","shijianzhixin_gmmb_icon_cn","shijianzhixin_gmmb_icon_cn__texture_v2_cn__en__equip__small_tex_all__69a9471ece.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","76","70"
"objects-equipment","shijianzhixin_sxzl_icon_cn","shijianzhixin_sxzl_icon_cn__texture_v2_cn__en__equip__small_tex_all__aff0f86ec1.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","84","73"
"objects-equipment","zhuangbeiqianzhui_zaohualianlu_btn_cn","zhuangbeiqianzhui_zaohualianlu_btn_cn__texture_v2_cn__en__equip__small_tex_all__86f9b732d7.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","65","69"
"objects-equipment","shijianzhixin_szj_icon_cn","shijianzhixin_szj_icon_cn__texture_v2_cn__en__equip__small_tex_all__f5fb008e47.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","105","69"
"objects-equipment","zhuangbeijinglian_huo_icon_cn","zhuangbeijinglian_huo_icon_cn__texture_v2_cn__en__equip__small_tex_all__c8b1ab7e7d.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","74","95"
"objects-equipment","zhuangbeijuexing_cailiaoqianghua_icon_cn","zhuangbeijuexing_cailiaoqianghua_icon_cn__texture_v2_cn__en__equip__small_tex_all__fc9b90e3de.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","97","70"
"objects-equipment","zhuangbeifuwen_jh_icon_cn","zhuangbeifuwen_jh_icon_cn__texture_v2_cn__en__equip__small_tex_all__802de9b3e7.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","85","70"
"objects-equipment","zhuangbeiqianzhui_cuiweimijing_btn_cn","zhuangbeiqianzhui_cuiweimijing_btn_cn__texture_v2_cn__en__equip__small_tex_all__b4a72b70e3.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","61","70"
"objects-equipment","taozhuang_zhunxiangtequan_icon_cn","taozhuang_zhunxiangtequan_icon_cn__texture_v2_cn__en__equip__small_tex_all__1322b74ed4.png","texture_v2_cn\en\equip\small_tex_all.assetbundle","61","65"
"objects-equipment","zhuangbeilingpo_lh_icon_cn","zhuangbeilingpo_lh_icon_cn__texture_v2_cn__en__equipbeastsoul__small_tex_all__dd79b64767.png","texture_v2_cn\en\equipbeastsoul\small_tex_all.assetbundle","56","68"
"objects-equipment","zhuangbeilingpo_lpzl_icon_cn","zhuangbeilingpo_lpzl_icon_cn__texture_v2_cn__en__equipbeastsoul__small_tex_all__633823db99.png","texture_v2_cn\en\equipbeastsoul\small_tex_all.assetbundle","76","69"
"objects-equipment","zhuangbeilingpo_yimanji_cn","zhuangbeilingpo_yimanji_cn__texture_v2_cn__en__equipbeastsoul__small_tex_all__c06257a6c1.png","texture_v2_cn\en\equipbeastsoul\small_tex_all.assetbundle","134","100"
"objects-equipment","zhuangbeilingpo_lpzh_icon_cn","zhuangbeilingpo_lpzh_icon_cn__texture_v2_cn__en__equipbeastsoul__small_tex_all__6d29d8d437.png","texture_v2_cn\en\equipbeastsoul\small_tex_all.assetbundle","72","69"
"objects-equipment","wenquanhuodong_touxiang_icon_cn","wenquanhuodong_touxiang_icon_cn__texture_v2_cn__en__hotspring__small_tex_all__f5afd46053.png","texture_v2_cn\en\hotspring\small_tex_all.assetbundle","91","68"
"objects-equipment","yinjixiton_gongming_icon_cn","yinjixiton_gongming_icon_cn__texture_v2_cn__en__rune__small_tex_all__49d931a8fc.png","texture_v2_cn\en\rune\small_tex_all.assetbundle","78","70"
"objects-equipment","yinjixiton_xianji_icon_cn","yinjixiton_xianji_icon_cn__texture_v2_cn__en__rune__small_tex_all__0fbb9d4ce7.png","texture_v2_cn\en\rune\small_tex_all.assetbundle","67","70"
"objects-equipment","yinjixiton_yinglingzhita_icon_cn","yinjixiton_yinglingzhita_icon_cn__texture_v2_cn__en__rune__small_tex_all__059b2d9552.png","texture_v2_cn\en\rune\small_tex_all.assetbundle","61","70"
